employee_id,age,years_experience,monthly_salary,performance_score,hours_worked_per_week,num_projects,training_hours,satisfaction_score,department,education_level,city,left_company
1018,23.0,31.0,57741.89322499003,7.758458185269864,43.34948157104537,7.0,58.0,2.8384590069317057,Sales,Master,Chennai,0
1019,42.0,9.0,,1.9123560779784323,49.841789608146044,10.0,93.0,3.5140156003342713,Engineering,Master,Bangalore,1
1020,54.0,9.0,,3.5006749848074104,53.923466379049074,10.0,113.0,,Sales,High School,Pune,0
1021,33.0,18.0,57503.59239847762,3.4868719761926825,53.42233245522171,9.0,106.0,3.970543958726762,Finance,PhD,Mumbai,0
1022,43.0,33.0,400127.892172107,4.888170348350554,46.78998655659445,13.0,29.0,2.1190677235481634,Operations,PhD,Chennai,0
1023,46.0,32.0,80697.79785144397,9.823318668479665,42.75784716429147,7.0,7.0,3.259810430609893,Operations,Master,Pune,0
1024,48.0,22.0,79141.87724465903,1.6075229201543975,30.39212606697896,5.0,97.0,1.3525689735631685,Marketing,Bachelor,Delhi,1
1025,49.0,27.0,,5.668308949425355,34.486833164358266,10.0,56.0,2.654662094332828,Finance,High School,Hyderabad,0
1026,37.0,31.0,52583.55268959225,2.614282138109894,59.13324391433149,10.0,110.0,4.000643331818404,Marketing,Master,Delhi,0
1027,36.0,6.0,,9.736088908687698,30.311424099979686,10.0,72.0,3.773603413716176,Marketing,High School,Hyderabad,0
1028,24.0,28.0,66865.53833906833,,38.724074854063126,6.0,114.0,4.962570948688716,Marketing,High School,Bangalore,0
1029,58.0,7.0,73233.1468198181,4.632409021254321,54.156850256400716,11.0,19.0,2.111564503951024,Sales,PhD,Chennai,0
1030,28.0,0.0,93426.99205972992,,46.67770639357894,12.0,103.0,2.9927571966959166,Engineering,Master,Mumbai,0
1031,42.0,2.0,103211.36010010318,7.340989852247008,52.424360568045536,3.0,24.0,2.318121655095987,Operations,PhD,Chennai,0
1032,30.0,23.0,99289.58267814694,4.8045577320453905,49.34262681016541,5.0,18.0,2.762412456236699,Sales,Master,Hyderabad,0
1033,39.0,22.0,80530.87333785334,4.118717511574464,56.75666029888709,8.0,4.0,4.427800519477552,Engineering,High School,Mumbai,0
1034,25.0,7.0,90989.98507008296,4.578511406975835,47.36341829251908,1.0,74.0,,Operations,PhD,Chennai,0
1035,46.0,2.0,62190.13130461631,3.3784863684277537,50.30758183321209,12.0,78.0,4.529764765390327,Finance,High School,Mumbai,0
1036,35.0,32.0,78367.90384950493,2.847996448361198,39.20602774353328,1.0,71.0,1.8140444333275458,Operations,Master,Hyderabad,0
1037,30.0,27.0,51174.197214243875,,49.690663804625096,7.0,82.0,4.493444471365752,Operations,Bachelor,Bangalore,1
1038,47.0,7.0,76253.70793773746,,41.83099121608617,14.0,86.0,1.2390490967135377,Operations,PhD,Bangalore,0
1039,23.0,33.0,76772.93394796025,3.587154984075251,41.3751530561543,5.0,,4.554397121748609,HR,PhD,Chennai,0
1040,41.0,34.0,109442.5721136994,,52.1577881171771,14.0,39.0,2.3162951178429116,Finance,High School,Delhi,0
1041,49.0,31.0,70420.34277019507,9.71683598529903,52.21298700847491,5.0,95.0,,Sales,High School,Hyderabad,0
1042,28.0,23.0,76800.85675306573,6.432734805034376,58.50753724596905,1.0,25.0,3.0483543067946557,Sales,Bachelor,Chennai,0
1043,29.0,13.0,79739.22831424086,1.6928152035846966,57.98610548388961,9.0,26.0,4.762760750892927,Engineering,PhD,Chennai,0
1044,56.0,31.0,65903.59368223093,1.680252524686603,52.338521290870204,1.0,61.0,,Sales,Master,Bangalore,0
1045,35.0,15.0,58950.145335767054,9.562808987610094,31.2364351181063,5.0,82.0,2.408923900282981,Marketing,Master,Mumbai,0
1046,38.0,3.0,100976.22649694105,,59.62144786359757,10.0,49.0,4.426287954733343,Operations,PhD,Hyderabad,1
1047,57.0,20.0,55381.65114079404,,52.3437413653309,9.0,41.0,2.584217909741867,Sales,PhD,Mumbai,0
1048,25.0,13.0,,6.391401284353434,38.87311927930958,14.0,28.0,1.796627590388268,Engineering,PhD,Pune,0
1049,23.0,30.0,88605.30758590961,6.612839004612395,50.831273244502256,4.0,38.0,2.699176725325647,Engineering,Bachelor,Pune,0
1050,27.0,17.0,98156.2968404802,6.836543381068194,36.701874072298175,13.0,59.0,2.5422100059666772,Marketing,Master,Hyderabad,1
1051,25.0,6.0,65971.80684798722,3.4066182507178717,49.94904096087794,8.0,40.0,4.661664805866813,Engineering,Master,Delhi,0
1052,50.0,9.0,66278.93024700241,1.1359961579302753,34.46983967140721,6.0,32.0,4.047737502972389,HR,High School,Pune,0
1053,39.0,6.0,80650.87052213587,,115.89392747517192,11.0,82.0,3.0204622229760254,Operations,High School,Bangalore,0
1054,47.0,32.0,60842.94646513634,3.2580374112199224,50.67943303360421,3.0,,4.953482266886285,Operations,PhD,Delhi,0
1055,55.0,22.0,59365.74958776063,7.084236592472927,53.58309394394315,4.0,82.0,2.8611101251036932,Operations,High School,Chennai,0
1056,31.0,20.0,92591.85175972732,,47.60349487547048,2.0,96.0,1.232951323281101,Finance,Bachelor,Pune,1
1057,57.0,18.0,87142.62201567237,6.490066753715372,42.710650906496234,1.0,110.0,2.0490972872599396,Sales,Master,Bangalore,0
1058,35.0,18.0,101223.1777263621,3.816166547922834,28.081069639864076,13.0,15.0,2.7442819208772504,HR,Master,Chennai,0
1059,52.0,28.0,49948.219752690085,3.439866283876592,43.32783120278912,14.0,22.0,1.6276104965844804,Sales,High School,Delhi,0
1060,36.0,17.0,64950.75026178767,6.379014544324328,49.26788061459622,8.0,6.0,,HR,PhD,Hyderabad,0
1061,29.0,1.0,,8.794860702505224,42.46587915251482,96.0,25.0,4.067395591271092,Sales,High School,Chennai,0
1062,35.0,0.0,56487.58300451267,9.52060356031056,44.81937647124465,14.0,95.0,2.0731488017110906,Marketing,PhD,Mumbai,0
1063,44.0,4.0,87833.74874309299,1.9531522396338188,43.51506025665663,13.0,11.0,3.3632181340716634,Engineering,Bachelor,Hyderabad,0
1064,42.0,19.0,99492.54174452664,2.3934575133794787,42.42635025742853,11.0,71.0,3.885796628438288,Engineering,Master,Hyderabad,0
1065,37.0,10.0,63332.84055545303,9.502626329047716,45.607019119678505,1.0,4.0,4.765115715627192,Marketing,Bachelor,Delhi,0
1066,39.0,1.0,75771.83880454066,7.628817055013133,42.81844334278031,4.0,105.0,4.526541396701642,HR,Master,Delhi,0
1067,45.0,2.0,104112.37380162234,8.946944423467958,56.54631642905554,10.0,91.0,3.0607689045528548,Finance,Bachelor,Bangalore,0
1068,47.0,22.0,110985.43150037999,2.8236937072180885,27.348649212930138,12.0,116.0,4.09861047917207,HR,High School,Bangalore,0
1069,46.0,11.0,89916.02502120807,6.288272839984617,40.63325931223138,10.0,68.0,3.24857901531034,Engineering,Bachelor,Mumbai,0
1070,50.0,19.0,,7.310256349757263,38.037950211862196,6.0,48.0,3.2108155601821604,Finance,Bachelor,Hyderabad,0
1071,36.0,4.0,57925.269306301765,7.121006969022754,46.75288480027528,9.0,25.0,1.4589678333527676,Sales,High School,Mumbai,0
1072,22.0,29.0,,4.673365217800283,45.61715828706501,1.0,4.0,1.5045506320646083,Finance,Master,Mumbai,0
1073,46.0,8.0,86136.41681549996,1.1385540252217763,57.97754481239543,7.0,21.0,3.1181344600898298,HR,Master,Delhi,1
1074,28.0,33.0,70792.59682877909,6.246334511238368,60.60913638638236,10.0,78.0,2.0754461799160264,Marketing,High School,Mumbai,0
1075,30.0,34.0,63104.474908886754,3.2779138526164786,38.81533235543615,11.0,12.0,1.0841476098418745,Sales,Bachelor,Mumbai,0
1076,45.0,21.0,49374.0465304629,,45.00400052026904,5.0,27.0,,HR,Bachelor,Chennai,1
1077,22.0,23.0,40245.40489897416,9.618229135754357,46.57043533539484,12.0,32.0,1.1299463867606598,Sales,Bachelor,Bangalore,0
1078,29.0,16.0,36042.32973357674,4.591317858781912,38.617490013301314,8.0,106.0,,Finance,PhD,Bangalore,0
1079,45.0,9.0,86588.85145734523,8.55821445997984,50.02705628830098,14.0,22.0,3.1567751765092575,Engineering,Master,Hyderabad,1
1080,32.0,29.0,77953.98650453554,,43.083941049880444,7.0,96.0,,HR,Bachelor,Bangalore,0
1081,38.0,22.0,65323.77736917807,7.052144482225259,36.458921195192175,4.0,106.0,2.9368525573905666,Marketing,Master,Pune,0
1082,29.0,31.0,68370.87404550723,9.793062589950491,42.76345356586766,4.0,17.0,1.2544057455111894,Finance,Bachelor,Hyderabad,0
1083,56.0,16.0,79209.41083060969,1.917037907856431,37.01860341807481,6.0,113.0,3.2067518712258467,HR,High School,Chennai,0
1084,56.0,16.0,71708.73857982812,1.074879480044728,53.29317463535405,6.0,116.0,4.364384682464406,Marketing,High School,Bangalore,0
1085,54.0,13.0,48188.936399923434,4.902245133693529,60.21247404090936,9.0,29.0,4.987397137125759,HR,Master,Chennai,0
1086,26.0,8.0,93260.00440548599,,46.95855499115632,12.0,25.0,2.72137269475629,Finance,Master,Bangalore,1
1087,49.0,1.0,81082.52341339618,7.7354591470860825,45.8902141444262,5.0,15.0,2.28119496998697,HR,High School,Bangalore,1
1088,28.0,24.0,80317.96959627696,9.23093797463703,46.21947813499349,8.0,76.0,4.626613187807996,Sales,PhD,Chennai,1
1089,30.0,8.0,91751.25406716745,4.90618875437883,54.45787223150652,5.0,38.0,1.7649685163044855,Finance,High School,Mumbai,1
1090,29.0,21.0,58727.09287880651,3.3284047793989684,54.285592028777465,63.0,32.0,3.4617156601317065,HR,Bachelor,Mumbai,1
1091,33.0,3.0,99274.62875451683,,44.074771451614154,6.0,25.0,2.622857696723791,Engineering,PhD,Mumbai,0
1092,55.0,25.0,72199.14296115524,,47.02071941903273,9.0,47.0,1.1643294598222211,HR,High School,Pune,0
1093,54.0,28.0,92771.9776066175,,50.22117125741663,13.0,64.0,2.389153897222791,Sales,PhD,Mumbai,0
1094,44.0,33.0,,,35.89850034759413,3.0,112.0,2.0609140900106984,Marketing,PhD,Bangalore,1
1095,45.0,22.0,54223.963439948886,6.519625163986412,54.70086589936365,1.0,37.0,3.7443646157739474,Marketing,PhD,Delhi,0
1096,58.0,10.0,85058.00809828272,6.73919422206342,58.87865512981782,1.0,1.0,4.795161990767673,Marketing,Master,Chennai,0
1097,56.0,5.0,81525.4934169337,3.178198719827895,54.32025683871566,13.0,112.0,2.072188749514551,Engineering,High School,Delhi,0
1098,43.0,17.0,75606.23314988684,,35.03524870708356,3.0,5.0,4.245863756606727,Sales,Master,Pune,0
1099,48.0,20.0,73112.56499929237,1.8225233769859877,29.23999635664901,10.0,45.0,1.221439267753638,Finance,Master,Delhi,0
1100,56.0,33.0,73282.13500564417,,50.66974938814345,5.0,49.0,3.1524840401592527,Marketing,Bachelor,Hyderabad,0
1101,22.0,16.0,91253.78851287991,8.897230419890338,38.91848440830331,3.0,37.0,,Sales,Bachelor,Mumbai,0
1102,56.0,24.0,86558.2102758302,7.648508356539097,47.29706683298389,9.0,105.0,4.736131964522557,HR,PhD,Pune,0
1103,58.0,11.0,75609.5770053133,,57.281189760060386,8.0,87.0,4.065405122229561,Engineering,PhD,Bangalore,0
1104,35.0,22.0,45161.277070572505,3.235386343328202,39.74435858881272,3.0,17.0,3.6317996448183694,Sales,Bachelor,Mumbai,0
1105,24.0,21.0,84888.86828167237,2.929658346938481,41.97956274872832,9.0,26.0,4.295585526498657,Sales,Bachelor,Mumbai,0
1106,22.0,20.0,89472.2723835556,3.437256952332753,47.21378378070653,13.0,40.0,3.5900791822806526,Finance,High School,Delhi,0
1107,26.0,26.0,121008.2017089394,3.2280379325189776,34.619922880142155,6.0,71.0,4.875777588697165,Sales,PhD,Hyderabad,0
1108,47.0,30.0,,,38.93715043195299,13.0,91.0,3.855831791459086,Finance,PhD,Mumbai,1
1109,35.0,5.0,37016.47224169065,5.130464649371383,45.19886003001015,7.0,73.0,4.6986344383289875,Engineering,Bachelor,Chennai,0
1110,48.0,26.0,76568.58798037286,7.594601273075487,42.59636104945799,4.0,16.0,3.068527568042552,Engineering,High School,Chennai,0
1111,30.0,33.0,111227.50057329962,6.4605855224569275,49.86726203039381,4.0,118.0,1.4682576519274506,HR,Bachelor,Mumbai,0
1112,36.0,11.0,87470.97713803274,7.055845017382718,67.12783691551414,12.0,61.0,3.1127108856920684,Finance,Bachelor,Delhi,0
1113,36.0,6.0,81573.04320746419,,45.793106715345,13.0,28.0,1.5074913122523732,Finance,Master,Delhi,1
1114,47.0,9.0,93004.57317830471,9.563416391591085,38.26630443169593,2.0,57.0,3.36997391670562,Marketing,PhD,Bangalore,0
1115,34.0,16.0,62552.43610018394,8.546426504587224,56.34592283806052,5.0,69.0,2.9299722421106518,Marketing,High School,Pune,0
1116,53.0,25.0,84561.79993254913,,32.28945219743823,8.0,77.0,3.490301591331127,HR,Master,Pune,0
1117,53.0,20.0,69990.63922016179,8.406854245375907,33.88873463176714,7.0,21.0,1.0401879242193264,Engineering,PhD,Pune,1
1118,25.0,27.0,74607.5302837905,9.394394573194852,40.23917249081821,7.0,117.0,1.7793619666214564,Operations,Bachelor,Hyderabad,1
1119,51.0,1.0,91569.09031390212,5.898285695023279,42.736906235842994,6.0,,2.9653217276485235,Marketing,High School,Delhi,0
1120,58.0,0.0,56465.73795015637,2.8025381608086333,40.04741810786233,3.0,25.0,4.802014246356539,Sales,PhD,Bangalore,0
1121,44.0,25.0,100759.64947603876,6.551052470672871,44.74790140461582,5.0,38.0,2.5344361614206337,Engineering,Bachelor,Chennai,1
1122,36.0,28.0,66543.76077828913,7.685933443011451,47.19793522197076,13.0,11.0,2.6974881042145387,Operations,Master,Pune,0
1123,50.0,20.0,,7.6412565401862285,53.5516762822011,1.0,98.0,3.8587843560264887,Sales,High School,Chennai,1
1124,57.0,10.0,46989.84079450114,5.693041217501921,45.72950619075026,7.0,13.0,,Finance,PhD,Chennai,0
1125,34.0,10.0,89396.74581742781,1.6161284740022026,40.50443001843919,9.0,21.0,2.195704600393333,Engineering,Master,Mumbai,0
1126,53.0,34.0,460252.6795706725,4.34001644587115,53.117163091515295,1.0,50.0,2.643265582269711,HR,Bachelor,Hyderabad,0
1127,28.0,33.0,,9.286899476170216,38.458276194158955,13.0,22.0,1.8707991954289298,Finance,Bachelor,Bangalore,0
1128,43.0,23.0,52795.532269808,6.260040187816834,31.939178034501417,2.0,47.0,4.864085836520834,Finance,PhD,Hyderabad,0
1129,49.0,21.0,80559.66129485417,5.84498748930142,54.64764814323634,3.0,70.0,1.522537526229439,Sales,Bachelor,Mumbai,1
1130,23.0,4.0,104096.21289983485,3.419681629439742,54.134825958487774,3.0,103.0,2.4873471382656778,Finance,High School,Bangalore,0
1131,27.0,32.0,46002.86869038188,4.31604027924921,38.66161286236715,8.0,49.0,1.1033558888800448,Marketing,PhD,Bangalore,0
1132,49.0,19.0,52873.836375433166,,41.807209169432596,7.0,88.0,1.8871179677341856,Engineering,Master,Delhi,0
1133,49.0,18.0,65916.20883376969,6.998167427741522,37.66457963736056,6.0,12.0,4.121884553520619,Marketing,PhD,Hyderabad,0
1134,41.0,34.0,58593.12350938609,8.086483240770995,47.61299374052107,10.0,84.0,1.8047009291555178,Sales,PhD,Hyderabad,1
1135,51.0,16.0,58656.290667820096,5.089108807608897,58.85639433094465,10.0,104.0,1.3202536101158624,Operations,Master,Delhi,1
1136,32.0,33.0,33117.58744672446,6.672224975105421,50.62305438876098,11.0,9.0,2.897812719378093,Sales,Bachelor,Chennai,0
1137,49.0,8.0,86781.13894811735,3.2354524786888677,53.28579714066426,4.0,116.0,1.039876938938074,Engineering,Master,Mumbai,1
1138,46.0,25.0,81774.41005739271,7.349147472551376,51.557826653528096,9.0,,1.3390646177053327,Finance,High School,Hyderabad,1
1139,54.0,1.0,,4.8484120033300355,44.99904681152725,1.0,8.0,4.230503478251901,HR,Bachelor,Delhi,1
1140,22.0,8.0,104143.91519912492,,53.66672350329053,11.0,78.0,4.085893379438426,Sales,PhD,Bangalore,0
1141,48.0,8.0,108621.84629860974,,50.9602445033024,2.0,51.0,4.660555281619584,Engineering,Bachelor,Pune,1
1142,34.0,16.0,59981.889004397715,9.42652559322034,56.51556572122509,14.0,1.0,4.418061743642998,HR,Bachelor,Delhi,0
1143,24.0,0.0,98330.97181954012,1.5760571194775883,41.32360847070595,4.0,24.0,3.7327022529592724,Finance,High School,Pune,0
1144,27.0,24.0,63540.04390018108,,31.09510688363691,3.0,12.0,1.2093314292026514,Operations,Bachelor,Chennai,1
1145,29.0,24.0,78622.33020422122,3.631447993709738,53.36200811898462,1.0,97.0,4.13139447194663,Sales,Bachelor,Mumbai,0
1146,48.0,34.0,58284.75729958182,4.9952750905574,47.798156164848464,5.0,50.0,4.382043243362242,Operations,Bachelor,Pune,0
1147,30.0,2.0,119285.03046924551,1.1972199589750807,42.63163119743011,7.0,57.0,4.196328583087817,Engineering,PhD,Chennai,1
1148,58.0,29.0,69079.65545340204,3.7094147005088174,43.07877750154007,2.0,33.0,3.0339161412321043,Operations,Bachelor,Pune,1
1149,54.0,33.0,77528.98045646925,,65.43749060721693,5.0,34.0,1.9316073545979267,Operations,Master,Bangalore,0
1150,45.0,11.0,61241.25225072346,1.505584696126951,39.86244277972583,6.0,101.0,4.381319902754907,Engineering,Bachelor,Bangalore,1
1151,36.0,18.0,112226.3119447279,5.419861564448486,38.17357354538933,11.0,2.0,3.908651238960554,Engineering,High School,Bangalore,0
1152,53.0,16.0,112732.2929217882,9.343995659725845,45.68227386794681,7.0,105.0,4.923044697555406,Sales,Bachelor,Bangalore,0
1153,53.0,9.0,107618.5836252588,1.948538962970247,54.44392702378369,1.0,119.0,1.6227703910237317,Operations,Bachelor,Delhi,1
1154,45.0,11.0,94128.80696695244,,63.22721589223382,7.0,58.0,1.9026583322082202,HR,PhD,Bangalore,0
1155,33.0,15.0,62504.20906131895,4.687039480383934,50.25891970711657,4.0,69.0,1.8471925995260108,Engineering,Master,Bangalore,0
1156,23.0,23.0,91557.00191924836,6.896563430719042,34.83673004816456,8.0,118.0,4.170159070485347,Finance,Bachelor,Delhi,0
1157,24.0,18.0,74859.14402150529,,60.76691416574239,13.0,47.0,1.7476291858004727,Operations,Master,Bangalore,0
1158,58.0,7.0,101248.17243485263,2.4354303628722245,44.84425040738322,4.0,63.0,1.2666393192932244,Engineering,High School,Chennai,0
1159,38.0,30.0,97318.04106730723,2.444163528441038,38.29832454484024,6.0,112.0,4.9942432263425145,HR,PhD,Chennai,1
1160,23.0,20.0,62014.68843848151,1.634427510788302,36.364860343205166,9.0,18.0,1.0992688457805966,Sales,Master,Hyderabad,1
1161,23.0,16.0,93956.51605674432,2.670820344111187,51.69062975468365,5.0,66.0,4.340976240635463,Operations,PhD,Chennai,0
1162,49.0,22.0,88640.68900087853,6.977974464900714,46.91063508949131,14.0,81.0,2.461467366202611,Engineering,Bachelor,Mumbai,1
1163,44.0,15.0,19528.742741731032,8.935215506591572,47.7606030155668,12.0,,4.3664618390312615,Engineering,High School,Mumbai,0
1164,58.0,5.0,,8.327131170320456,55.292024952575446,4.0,72.0,3.21848196484458,Finance,PhD,Mumbai,0
1165,53.0,7.0,66364.08422719588,7.166208788870357,38.58276326792285,8.0,115.0,4.606524917945441,Finance,Bachelor,Delhi,1
1166,54.0,24.0,57279.15091336653,1.9938867706999241,55.929237026189185,13.0,75.0,4.704771945658507,Operations,Master,Chennai,0
1167,22.0,17.0,58134.78791412515,3.6026870166635483,40.84674141765048,9.0,4.0,1.036392725123104,Engineering,High School,Mumbai,0
1168,40.0,24.0,72295.14208735937,,62.312058991298855,4.0,66.0,1.301648703971153,Operations,High School,Hyderabad,0
1169,23.0,11.0,84601.19160173366,3.249612517578591,49.78991212794512,3.0,10.0,2.001434918283422,Engineering,Master,Delhi,0
1170,47.0,14.0,47690.759556156394,5.635050937387508,37.638091761788985,8.0,93.0,3.6772616654540067,Finance,Master,Hyderabad,1
1171,53.0,25.0,,5.819984333917053,28.796655333436163,14.0,67.0,4.553088786046024,HR,High School,Chennai,0
1172,27.0,25.0,86535.16132386144,4.211973776539992,51.47139777823209,5.0,68.0,2.839767805175851,Marketing,PhD,Bangalore,0
1173,53.0,31.0,112236.11567339263,4.184102428627924,42.00655779207853,2.0,0.0,3.4278924650970617,Marketing,High School,Hyderabad,0
1174,25.0,9.0,53466.1966154974,8.457000381154732,43.755474443825314,10.0,90.0,,Engineering,Master,Bangalore,0
1175,32.0,15.0,,8.10363563487717,51.12956807339286,9.0,91.0,4.219867335526741,Finance,PhD,Delhi,0
1176,38.0,6.0,80233.25945392958,,53.08331061000524,3.0,62.0,4.869312445413879,Sales,Bachelor,Hyderabad,0
1177,59.0,16.0,97948.18660383212,,54.789682725354325,12.0,28.0,2.07439573165839,Sales,High School,Hyderabad,1
1178,45.0,22.0,68915.52237656372,9.575335153022554,35.601269532936506,2.0,81.0,2.9793038064021853,Marketing,Master,Pune,1
1179,26.0,25.0,98972.82743982102,3.9406828782703673,56.40715799699671,1.0,11.0,1.3444644420254952,HR,Bachelor,Delhi,0
1180,55.0,20.0,36252.7536704708,4.1898245391374935,40.36763731065481,14.0,76.0,3.2365466258518736,Marketing,High School,Delhi,0
1181,27.0,21.0,49933.03613756228,5.550707380797629,26.950000522014186,8.0,40.0,3.0111337673867222,Engineering,High School,Mumbai,0
1182,43.0,6.0,,9.470087312803061,35.572477225119634,11.0,1.0,1.5777459366203104,HR,PhD,Chennai,1
1183,32.0,13.0,46783.51003824249,8.886874898280805,46.74420073706052,3.0,36.0,2.7682648524723,Sales,Master,Hyderabad,1
1184,37.0,14.0,51510.58946466567,1.9231116632523082,37.169486031350885,7.0,44.0,2.336418608346253,Finance,Bachelor,Hyderabad,0
1185,54.0,6.0,,4.534576689442746,44.29564424659165,1.0,79.0,3.0873235012207574,Finance,High School,Delhi,0
1186,30.0,8.0,90428.77983831648,5.9803407077479465,47.70601990023343,1.0,47.0,3.3426173417151968,Engineering,PhD,Delhi,0
1187,27.0,7.0,,5.52819225296386,43.54891677512571,12.0,,1.033982314428838,Marketing,Bachelor,Chennai,0
1188,37.0,22.0,78405.96724324788,,41.04516529714626,9.0,98.0,4.044023931798222,Engineering,Bachelor,Delhi,0
1189,50.0,28.0,95659.27894305612,8.729350940513392,34.994431496094194,12.0,21.0,3.8520571674469632,Finance,High School,Bangalore,0
1190,24.0,17.0,71101.09583142083,7.092467046971536,45.17555046572266,8.0,99.0,2.465145544826089,Sales,Bachelor,Bangalore,0
1191,41.0,30.0,67623.3954081492,8.541175373666231,28.48034089932212,12.0,10.0,1.211743742275273,Finance,High School,Pune,0
1192,57.0,29.0,83035.42565117148,8.72887851414525,39.51201566624463,13.0,,4.0197301591402015,HR,PhD,Bangalore,0
1193,40.0,34.0,71157.7789455712,,37.57772712751391,3.0,57.0,4.82070064191253,Operations,PhD,Bangalore,0
1194,47.0,17.0,102809.99562481494,,43.08498518792868,6.0,45.0,1.9606063840880568,Finance,Bachelor,Chennai,0
1195,24.0,16.0,52771.7397573113,6.494920795138821,43.293361605525845,11.0,,2.2940984549481516,Finance,High School,Hyderabad,0
1196,40.0,13.0,73967.1168966983,2.4432886550776884,52.67965339546996,3.0,34.0,1.7352515579272598,Operations,Master,Bangalore,0
1197,41.0,30.0,,7.062808757274169,57.667818217996796,13.0,111.0,3.3077444933793587,HR,PhD,Pune,0
1198,53.0,23.0,67430.91896307081,2.6132793016535265,36.05776927810424,12.0,117.0,1.6193655785898198,Marketing,High School,Delhi,0
1199,28.0,34.0,17574.34674085077,7.245546314591412,60.942661002160236,4.0,14.0,,Finance,High School,Bangalore,0
1200,54.0,33.0,71781.90183901614,3.066383446785718,38.765635203828545,1.0,59.0,3.788052055737052,Engineering,High School,Pune,0
1201,39.0,2.0,93003.53973824932,,46.380214263384715,5.0,94.0,3.2404639320373936,Finance,Bachelor,Chennai,0
1202,22.0,25.0,90562.18372252035,2.487560411286617,49.08690391318654,1.0,41.0,2.545850257311741,Engineering,Master,Delhi,0
1203,32.0,22.0,82095.56964340399,1.0179292169716323,64.55666202066004,13.0,104.0,2.6809984072301676,HR,Bachelor,Pune,0
1204,49.0,14.0,,7.468656560681772,40.661741297898686,1.0,42.0,3.248443530492918,Finance,PhD,Bangalore,1
1205,46.0,3.0,82906.18924916968,,30.626095896175574,10.0,79.0,1.0234589115486452,HR,Bachelor,Hyderabad,0
1206,44.0,28.0,63531.24356915524,5.634400149219335,56.92303576154385,11.0,73.0,1.3140394738144394,HR,High School,Delhi,0
1207,52.0,21.0,82069.65811897334,2.4522652094984534,38.33301152963652,11.0,48.0,4.525032271052046,Marketing,Bachelor,Delhi,0
1208,51.0,24.0,,1.7519890375962077,42.107291355395255,14.0,63.0,1.311515956365163,Finance,High School,Hyderabad,0
1209,56.0,12.0,55472.494574332566,1.172160697935583,36.0580027685906,7.0,31.0,3.8272143848420206,Engineering,Master,Delhi,0
1210,28.0,17.0,57150.883212861925,,42.130369815608645,12.0,63.0,4.68015265643621,Engineering,Bachelor,Bangalore,0
1211,37.0,32.0,82100.44908843032,9.01769981484832,38.27686771035647,6.0,,2.0827344172069244,Finance,Bachelor,Delhi,0
1212,47.0,15.0,70577.73809422996,3.173831575315136,50.41153453195817,2.0,1.0,2.481965748238057,Operations,Bachelor,Bangalore,1
1213,23.0,1.0,58194.37138685742,4.188441944954941,45.64633303777583,14.0,23.0,3.275685623378865,Marketing,High School,Hyderabad,0
1214,22.0,34.0,56543.39620546334,1.9481093603319986,39.55155871508257,11.0,86.0,,Marketing,High School,Mumbai,0
